Seconds,fireattack_bed_1,fireattack_bed_2,sofa_center_ignite,sofa_right_ignite,sofa_left_ignite,stripedchair_1,stripedchair_2,stripedchair_3,yellowchair_1,yellowchair_2,fr_couch1
1751,,124.4,,,,,,11.6,,,184.4
1752,,124.4,,,,,,11.6,,,184.4
1753,,124.4,,,,,,11.6,,,184.4
1754,,124.4,,,,,,11.6,,,184.4
1755,,124.4,,,,,,11.6,,,184.4
1756,,124.4,,,,,,11.6,,,184.4
1757,,124.4,,,,,,11.6,,,184.4
1758,,124.4,,,,,,11.6,,,184.4
1759,,124.4,,,,,,11.6,,,184.4
1760,,124.4,,,,,,11.6,,,183.2
1761,,124.4,,,,,,11.6,,,183.2
1762,,124.4,,,,,,11.6,,,183.2
1763,,124.4,,,,,,11.6,,,183.2
1764,,124.4,,,,,,11.6,,,183.2
1765,,124.4,,,,,,11.4,,,183.2
1766,,124.4,,,,,,11.4,,,183.2
1767,,124.4,,,,,,11.4,,,183.2
1768,,124.4,,,,,,11.4,,,183.2
1769,,124.4,,,,,,11.4,,,183.2
1770,,124.4,,,,,,11.4,,,182.4
1771,,124.4,,,,,,11.4,,,182.4
1772,,124.4,,,,,,11.4,,,182.4
1773,,124.4,,,,,,,,,182.4
1774,,,,,,,,,,,182.4
1775,,,,,,,,,,,182.4
1776,,,,,,,,,,,182.4
1777,,,,,,,,,,,182.4
1778,,,,,,,,,,,182.4
1779,,,,,,,,,,,182.4
1780,,,,,,,,,,,181
1781,,,,,,,,,,,181
1782,,,,,,,,,,,181
1783,,,,,,,,,,,181
1784,,,,,,,,,,,181
1785,,,,,,,,,,,181
1786,,,,,,,,,,,181
1787,,,,,,,,,,,181
1788,,,,,,,,,,,181
1789,,,,,,,,,,,181
1790,,,,,,,,,,,180
1791,,,,,,,,,,,180
1792,,,,,,,,,,,180
1793,,,,,,,,,,,180
1794,,,,,,,,,,,180
1795,,,,,,,,,,,180
1796,,,,,,,,,,,180
1797,,,,,,,,,,,180
1798,,,,,,,,,,,180
1799,,,,,,,,,,,180
1800,,,,,,,,,,,179
1801,,,,,,,,,,,179
1802,,,,,,,,,,,179
1803,,,,,,,,,,,179
1804,,,,,,,,,,,179
1805,,,,,,,,,,,179
1806,,,,,,,,,,,179
1807,,,,,,,,,,,179
1808,,,,,,,,,,,179
1809,,,,,,,,,,,179
1810,,,,,,,,,,,177.8
1811,,,,,,,,,,,177.8
1812,,,,,,,,,,,177.8
1813,,,,,,,,,,,177.8
1814,,,,,,,,,,,177.8
1815,,,,,,,,,,,177.8
1816,,,,,,,,,,,177.8
1817,,,,,,,,,,,177.8
1818,,,,,,,,,,,177.8
1819,,,,,,,,,,,177.8
1820,,,,,,,,,,,176.8
1821,,,,,,,,,,,176.8
1822,,,,,,,,,,,176.8
1823,,,,,,,,,,,176.8
1824,,,,,,,,,,,176.8
1825,,,,,,,,,,,176.8
1826,,,,,,,,,,,176.8
1827,,,,,,,,,,,176.8
1828,,,,,,,,,,,176.8
1829,,,,,,,,,,,176.8
1830,,,,,,,,,,,175.8
1831,,,,,,,,,,,175.8
1832,,,,,,,,,,,175.8
1833,,,,,,,,,,,175.8
1834,,,,,,,,,,,175.8
1835,,,,,,,,,,,175.8
1836,,,,,,,,,,,175.8
1837,,,,,,,,,,,175.8
1838,,,,,,,,,,,175.8
1839,,,,,,,,,,,175.8
1840,,,,,,,,,,,174.6
1841,,,,,,,,,,,174.6
1842,,,,,,,,,,,174.6
1843,,,,,,,,,,,174.6
1844,,,,,,,,,,,174.6
1845,,,,,,,,,,,174.6
1846,,,,,,,,,,,174.6
1847,,,,,,,,,,,174.6
1848,,,,,,,,,,,174.6
1849,,,,,,,,,,,174.6
1850,,,,,,,,,,,173.4
1851,,,,,,,,,,,173.4
1852,,,,,,,,,,,173.4
1853,,,,,,,,,,,173.4
1854,,,,,,,,,,,173.4
1855,,,,,,,,,,,173.4
1856,,,,,,,,,,,173.4
1857,,,,,,,,,,,173.4
1858,,,,,,,,,,,173.4
1859,,,,,,,,,,,173.4
1860,,,,,,,,,,,172.6
1861,,,,,,,,,,,172.6
1862,,,,,,,,,,,172.6
1863,,,,,,,,,,,172.6
1864,,,,,,,,,,,172.6
1865,,,,,,,,,,,172.6
1866,,,,,,,,,,,172.6
1867,,,,,,,,,,,172.6
1868,,,,,,,,,,,172.6
1869,,,,,,,,,,,172.6
1870,,,,,,,,,,,171.4
1871,,,,,,,,,,,171.4
1872,,,,,,,,,,,171.4
1873,,,,,,,,,,,171.4
1874,,,,,,,,,,,171.4
1875,,,,,,,,,,,171.4
1876,,,,,,,,,,,171.4
1877,,,,,,,,,,,171.4
1878,,,,,,,,,,,171.4
1879,,,,,,,,,,,171.4
1880,,,,,,,,,,,170.4
1881,,,,,,,,,,,170.4
1882,,,,,,,,,,,170.4
1883,,,,,,,,,,,170.4
1884,,,,,,,,,,,170.4
1885,,,,,,,,,,,170.4
1886,,,,,,,,,,,170.4
1887,,,,,,,,,,,170.4
1888,,,,,,,,,,,170.4
1889,,,,,,,,,,,170.4
1890,,,,,,,,,,,169.4
1891,,,,,,,,,,,169.4
1892,,,,,,,,,,,169.4
1893,,,,,,,,,,,169.4
1894,,,,,,,,,,,169.4
1895,,,,,,,,,,,169.4
1896,,,,,,,,,,,169.4
1897,,,,,,,,,,,169.4
1898,,,,,,,,,,,169.4
1899,,,,,,,,,,,169.4
1900,,,,,,,,,,,168.2
1901,,,,,,,,,,,168.2
1902,,,,,,,,,,,168.2
1903,,,,,,,,,,,168.2
1904,,,,,,,,,,,168.2
1905,,,,,,,,,,,168.2
1906,,,,,,,,,,,168.2
1907,,,,,,,,,,,168.2
1908,,,,,,,,,,,168.2
1909,,,,,,,,,,,168.2
1910,,,,,,,,,,,167.2
1911,,,,,,,,,,,167.2
1912,,,,,,,,,,,167.2
1913,,,,,,,,,,,167.2
1914,,,,,,,,,,,167.2
1915,,,,,,,,,,,167.2
1916,,,,,,,,,,,167.2
1917,,,,,,,,,,,167.2
1918,,,,,,,,,,,167.2
1919,,,,,,,,,,,167.2
1920,,,,,,,,,,,166
1921,,,,,,,,,,,166
1922,,,,,,,,,,,166
1923,,,,,,,,,,,166
1924,,,,,,,,,,,166
1925,,,,,,,,,,,166
1926,,,,,,,,,,,166
1927,,,,,,,,,,,166
1928,,,,,,,,,,,166
1929,,,,,,,,,,,166
1930,,,,,,,,,,,165.2
1931,,,,,,,,,,,165.2
1932,,,,,,,,,,,165.2
1933,,,,,,,,,,,165.2
1934,,,,,,,,,,,165.2
1935,,,,,,,,,,,165.2
1936,,,,,,,,,,,165.2
1937,,,,,,,,,,,165.2
1938,,,,,,,,,,,165.2
1939,,,,,,,,,,,165.2
1940,,,,,,,,,,,164.2
1941,,,,,,,,,,,164.2
1942,,,,,,,,,,,164.2
1943,,,,,,,,,,,164.2
1944,,,,,,,,,,,164.2
1945,,,,,,,,,,,164.2
1946,,,,,,,,,,,164.2
1947,,,,,,,,,,,164.2
1948,,,,,,,,,,,164.2
1949,,,,,,,,,,,164.2
1950,,,,,,,,,,,163.2
1951,,,,,,,,,,,163.2
1952,,,,,,,,,,,163.2
1953,,,,,,,,,,,163.2
1954,,,,,,,,,,,163.2
1955,,,,,,,,,,,163.2
1956,,,,,,,,,,,163.2
1957,,,,,,,,,,,163.2
1958,,,,,,,,,,,163.2
1959,,,,,,,,,,,163.2
1960,,,,,,,,,,,162.2
1961,,,,,,,,,,,162.2
1962,,,,,,,,,,,162.2
1963,,,,,,,,,,,162.2
1964,,,,,,,,,,,162.2
1965,,,,,,,,,,,162.2
1966,,,,,,,,,,,162.2
1967,,,,,,,,,,,162.2
1968,,,,,,,,,,,162.2
1969,,,,,,,,,,,162.2
1970,,,,,,,,,,,161.2
1971,,,,,,,,,,,161.2
1972,,,,,,,,,,,161.2
1973,,,,,,,,,,,161.2
1974,,,,,,,,,,,161.2
1975,,,,,,,,,,,161.2
1976,,,,,,,,,,,161.2
1977,,,,,,,,,,,161.2
1978,,,,,,,,,,,161.2
1979,,,,,,,,,,,161.2
1980,,,,,,,,,,,160.4
1981,,,,,,,,,,,160.4
1982,,,,,,,,,,,160.4
1983,,,,,,,,,,,160.4
1984,,,,,,,,,,,160.4
1985,,,,,,,,,,,160.4
1986,,,,,,,,,,,160.4
1987,,,,,,,,,,,160.4
1988,,,,,,,,,,,160.4
1989,,,,,,,,,,,160.4
1990,,,,,,,,,,,159.4
1991,,,,,,,,,,,159.4
1992,,,,,,,,,,,159.4
1993,,,,,,,,,,,159.4
1994,,,,,,,,,,,159.4
1995,,,,,,,,,,,159.4
1996,,,,,,,,,,,159.4
1997,,,,,,,,,,,159.4
1998,,,,,,,,,,,159.4
1999,,,,,,,,,,,159.4
2000,,,,,,,,,,,158.6
2001,,,,,,,,,,,158.6
2002,,,,,,,,,,,158.6
2003,,,,,,,,,,,158.6
2004,,,,,,,,,,,158.6
2005,,,,,,,,,,,158.6
2006,,,,,,,,,,,158.6
2007,,,,,,,,,,,158.6
2008,,,,,,,,,,,158.6
2009,,,,,,,,,,,158.6
2010,,,,,,,,,,,157.6
2011,,,,,,,,,,,157.6
2012,,,,,,,,,,,157.6
2013,,,,,,,,,,,157.6
2014,,,,,,,,,,,157.6
2015,,,,,,,,,,,157.6
2016,,,,,,,,,,,157.6
2017,,,,,,,,,,,157.6
2018,,,,,,,,,,,157.6
2019,,,,,,,,,,,157.6
2020,,,,,,,,,,,156.6
2021,,,,,,,,,,,156.6
2022,,,,,,,,,,,156.6
2023,,,,,,,,,,,156.6
2024,,,,,,,,,,,156.6
2025,,,,,,,,,,,156.6
2026,,,,,,,,,,,156.6
2027,,,,,,,,,,,156.6
2028,,,,,,,,,,,156.6
2029,,,,,,,,,,,156.6
2030,,,,,,,,,,,156
2031,,,,,,,,,,,156
2032,,,,,,,,,,,156
2033,,,,,,,,,,,156
2034,,,,,,,,,,,156
2035,,,,,,,,,,,156
2036,,,,,,,,,,,156
2037,,,,,,,,,,,156
2038,,,,,,,,,,,156
2039,,,,,,,,,,,156
2040,,,,,,,,,,,154.8
2041,,,,,,,,,,,154.8
2042,,,,,,,,,,,154.8
2043,,,,,,,,,,,154.8
2044,,,,,,,,,,,154.8
2045,,,,,,,,,,,154.8
2046,,,,,,,,,,,154.8
2047,,,,,,,,,,,154.8
2048,,,,,,,,,,,154.8
2049,,,,,,,,,,,154.8
2050,,,,,,,,,,,154.2
2051,,,,,,,,,,,154.2
2052,,,,,,,,,,,154.2
2053,,,,,,,,,,,154.2
2054,,,,,,,,,,,154.2
2055,,,,,,,,,,,154.2
2056,,,,,,,,,,,154.2
2057,,,,,,,,,,,154.2
2058,,,,,,,,,,,154.2
2059,,,,,,,,,,,154.2
2060,,,,,,,,,,,153
2061,,,,,,,,,,,153
2062,,,,,,,,,,,153
2063,,,,,,,,,,,153
2064,,,,,,,,,,,153
2065,,,,,,,,,,,153
2066,,,,,,,,,,,153
2067,,,,,,,,,,,153
2068,,,,,,,,,,,153
2069,,,,,,,,,,,153
2070,,,,,,,,,,,152.4
2071,,,,,,,,,,,152.4
2072,,,,,,,,,,,152.4
2073,,,,,,,,,,,152.4
2074,,,,,,,,,,,152.4
2075,,,,,,,,,,,152.4
2076,,,,,,,,,,,152.4
2077,,,,,,,,,,,152.4
2078,,,,,,,,,,,152.4
2079,,,,,,,,,,,152.4
2080,,,,,,,,,,,151.6
2081,,,,,,,,,,,151.6
2082,,,,,,,,,,,151.6
2083,,,,,,,,,,,151.6
2084,,,,,,,,,,,151.6
2085,,,,,,,,,,,151.6
2086,,,,,,,,,,,151.6
2087,,,,,,,,,,,151.6
2088,,,,,,,,,,,151.6
2089,,,,,,,,,,,151.6
2090,,,,,,,,,,,150.8
2091,,,,,,,,,,,150.8
2092,,,,,,,,,,,150.8
2093,,,,,,,,,,,150.8
2094,,,,,,,,,,,150.8
2095,,,,,,,,,,,150.8
2096,,,,,,,,,,,150.8
2097,,,,,,,,,,,150.8
2098,,,,,,,,,,,150.8
2099,,,,,,,,,,,150.8
2100,,,,,,,,,,,149.6
2101,,,,,,,,,,,149.6
2102,,,,,,,,,,,149.6
2103,,,,,,,,,,,149.6
2104,,,,,,,,,,,149.6
2105,,,,,,,,,,,149.6
2106,,,,,,,,,,,149.6
2107,,,,,,,,,,,149.6
2108,,,,,,,,,,,149.6
2109,,,,,,,,,,,149.6
2110,,,,,,,,,,,149
2111,,,,,,,,,,,149
2112,,,,,,,,,,,149
2113,,,,,,,,,,,149
2114,,,,,,,,,,,149
2115,,,,,,,,,,,149
2116,,,,,,,,,,,149
2117,,,,,,,,,,,149
2118,,,,,,,,,,,149
2119,,,,,,,,,,,149
2120,,,,,,,,,,,148.2
2121,,,,,,,,,,,148.2
2122,,,,,,,,,,,148.2
2123,,,,,,,,,,,148.2
2124,,,,,,,,,,,148.2
2125,,,,,,,,,,,148.2
2126,,,,,,,,,,,148.2
2127,,,,,,,,,,,148.2
2128,,,,,,,,,,,148.2
2129,,,,,,,,,,,148.2
2130,,,,,,,,,,,147.4
2131,,,,,,,,,,,147.4
2132,,,,,,,,,,,147.4
2133,,,,,,,,,,,147.4
2134,,,,,,,,,,,147.4
2135,,,,,,,,,,,147.4
2136,,,,,,,,,,,147.4
2137,,,,,,,,,,,147.4
2138,,,,,,,,,,,147.4
2139,,,,,,,,,,,147.4
2140,,,,,,,,,,,146.4
2141,,,,,,,,,,,146.4
2142,,,,,,,,,,,146.4
2143,,,,,,,,,,,146.4
2144,,,,,,,,,,,146.4
2145,,,,,,,,,,,146.4
2146,,,,,,,,,,,146.4
2147,,,,,,,,,,,146.4
2148,,,,,,,,,,,146.4
2149,,,,,,,,,,,146.4
2150,,,,,,,,,,,145.8
2151,,,,,,,,,,,145.8
2152,,,,,,,,,,,145.8
2153,,,,,,,,,,,145.8
2154,,,,,,,,,,,145.8
2155,,,,,,,,,,,145.8
2156,,,,,,,,,,,145.8
2157,,,,,,,,,,,145.8
2158,,,,,,,,,,,145.8
2159,,,,,,,,,,,145.8
2160,,,,,,,,,,,145
2161,,,,,,,,,,,145
2162,,,,,,,,,,,145
2163,,,,,,,,,,,145
2164,,,,,,,,,,,145
2165,,,,,,,,,,,145
2166,,,,,,,,,,,145
2167,,,,,,,,,,,145
2168,,,,,,,,,,,145
2169,,,,,,,,,,,145
2170,,,,,,,,,,,144.2
2171,,,,,,,,,,,144.2
2172,,,,,,,,,,,144.2
2173,,,,,,,,,,,144.2
2174,,,,,,,,,,,144.2
2175,,,,,,,,,,,144.2
2176,,,,,,,,,,,144.2
2177,,,,,,,,,,,144.2
2178,,,,,,,,,,,144.2
2179,,,,,,,,,,,144.2
2180,,,,,,,,,,,143.4
2181,,,,,,,,,,,143.4
2182,,,,,,,,,,,143.4
2183,,,,,,,,,,,143.4
2184,,,,,,,,,,,143.4
2185,,,,,,,,,,,143.4
2186,,,,,,,,,,,143.4
2187,,,,,,,,,,,143.4
2188,,,,,,,,,,,143.4
2189,,,,,,,,,,,143.4
2190,,,,,,,,,,,142.6
2191,,,,,,,,,,,142.6
2192,,,,,,,,,,,142.6
2193,,,,,,,,,,,142.6
2194,,,,,,,,,,,142.6
2195,,,,,,,,,,,142.6
2196,,,,,,,,,,,142.6
2197,,,,,,,,,,,142.6
2198,,,,,,,,,,,142.6
2199,,,,,,,,,,,142.6
2200,,,,,,,,,,,141.8
2201,,,,,,,,,,,141.8
2202,,,,,,,,,,,141.8
2203,,,,,,,,,,,141.8
2204,,,,,,,,,,,141.8
2205,,,,,,,,,,,141.8
2206,,,,,,,,,,,141.8
2207,,,,,,,,,,,141.8
2208,,,,,,,,,,,141.8
2209,,,,,,,,,,,141.8
2210,,,,,,,,,,,141
2211,,,,,,,,,,,141
2212,,,,,,,,,,,141
2213,,,,,,,,,,,141
2214,,,,,,,,,,,141
2215,,,,,,,,,,,141
2216,,,,,,,,,,,141
2217,,,,,,,,,,,141
2218,,,,,,,,,,,141
2219,,,,,,,,,,,141
2220,,,,,,,,,,,140
2221,,,,,,,,,,,140
2222,,,,,,,,,,,140
2223,,,,,,,,,,,140
2224,,,,,,,,,,,140
2225,,,,,,,,,,,140
2226,,,,,,,,,,,140
2227,,,,,,,,,,,140
2228,,,,,,,,,,,140
2229,,,,,,,,,,,140
2230,,,,,,,,,,,139.4
2231,,,,,,,,,,,139.4
2232,,,,,,,,,,,139.4
2233,,,,,,,,,,,139.4
2234,,,,,,,,,,,139.4
2235,,,,,,,,,,,139.4
2236,,,,,,,,,,,139.4
2237,,,,,,,,,,,139.4
2238,,,,,,,,,,,139.4
2239,,,,,,,,,,,139.4
2240,,,,,,,,,,,133.4
2241,,,,,,,,,,,133.4
2242,,,,,,,,,,,133.4
2243,,,,,,,,,,,133.4
2244,,,,,,,,,,,133.4
2245,,,,,,,,,,,133.4
2246,,,,,,,,,,,133.4
2247,,,,,,,,,,,133.4
2248,,,,,,,,,,,133.4
2249,,,,,,,,,,,133.4
2250,,,,,,,,,,,132.4
2251,,,,,,,,,,,132.4
2252,,,,,,,,,,,132.4
2253,,,,,,,,,,,132.4
2254,,,,,,,,,,,132.4
2255,,,,,,,,,,,132.4
2256,,,,,,,,,,,132.4
2257,,,,,,,,,,,132.4
2258,,,,,,,,,,,132.4
2259,,,,,,,,,,,132.4
2260,,,,,,,,,,,131.6
2261,,,,,,,,,,,131.6
2262,,,,,,,,,,,131.6
2263,,,,,,,,,,,131.6
2264,,,,,,,,,,,131.6
2265,,,,,,,,,,,131.6
2266,,,,,,,,,,,131.6
2267,,,,,,,,,,,131.6
2268,,,,,,,,,,,131.6
2269,,,,,,,,,,,131.6
2270,,,,,,,,,,,131
2271,,,,,,,,,,,131
2272,,,,,,,,,,,131
2273,,,,,,,,,,,131
2274,,,,,,,,,,,131
2275,,,,,,,,,,,131
2276,,,,,,,,,,,131
2277,,,,,,,,,,,131
2278,,,,,,,,,,,131
2279,,,,,,,,,,,131
2280,,,,,,,,,,,135.2
2281,,,,,,,,,,,135.2
2282,,,,,,,,,,,135.2
2283,,,,,,,,,,,135.2
2284,,,,,,,,,,,135.2
2285,,,,,,,,,,,135.2
2286,,,,,,,,,,,135.2
2287,,,,,,,,,,,135.2
2288,,,,,,,,,,,135.2
2289,,,,,,,,,,,135.2
2290,,,,,,,,,,,134.4
2291,,,,,,,,,,,134.4
2292,,,,,,,,,,,134.4
2293,,,,,,,,,,,134.4
2294,,,,,,,,,,,134.4
2295,,,,,,,,,,,134.4
2296,,,,,,,,,,,134.4
2297,,,,,,,,,,,134.4
2298,,,,,,,,,,,134.4
2299,,,,,,,,,,,134.4
2300,,,,,,,,,,,133.8
2301,,,,,,,,,,,133.8
2302,,,,,,,,,,,133.8
2303,,,,,,,,,,,133.8
2304,,,,,,,,,,,133.8
2305,,,,,,,,,,,133.8
2306,,,,,,,,,,,133.8
2307,,,,,,,,,,,133.8
2308,,,,,,,,,,,133.8
2309,,,,,,,,,,,133.8
2310,,,,,,,,,,,133
2311,,,,,,,,,,,133
2312,,,,,,,,,,,133
2313,,,,,,,,,,,133
2314,,,,,,,,,,,133
2315,,,,,,,,,,,133
2316,,,,,,,,,,,133
2317,,,,,,,,,,,133
2318,,,,,,,,,,,133
2319,,,,,,,,,,,133
2320,,,,,,,,,,,132.6
2321,,,,,,,,,,,132.6
2322,,,,,,,,,,,132.6
2323,,,,,,,,,,,132.6
2324,,,,,,,,,,,132.6
2325,,,,,,,,,,,132.6
2326,,,,,,,,,,,132.6
2327,,,,,,,,,,,132.6
2328,,,,,,,,,,,132.6
2329,,,,,,,,,,,132.6
2330,,,,,,,,,,,132
2331,,,,,,,,,,,132
2332,,,,,,,,,,,132
2333,,,,,,,,,,,132
2334,,,,,,,,,,,132
2335,,,,,,,,,,,132
2336,,,,,,,,,,,132
2337,,,,,,,,,,,132
2338,,,,,,,,,,,132
2339,,,,,,,,,,,132
2340,,,,,,,,,,,131.2
2341,,,,,,,,,,,131.2
2342,,,,,,,,,,,131.2
2343,,,,,,,,,,,131.2
2344,,,,,,,,,,,131.2
2345,,,,,,,,,,,131.2
2346,,,,,,,,,,,131.2
2347,,,,,,,,,,,131.2
2348,,,,,,,,,,,131.2
2349,,,,,,,,,,,131.2
2350,,,,,,,,,,,130.6
2351,,,,,,,,,,,130.6
2352,,,,,,,,,,,130.6
2353,,,,,,,,,,,130.6
2354,,,,,,,,,,,130.6
2355,,,,,,,,,,,130.6
2356,,,,,,,,,,,130.6
2357,,,,,,,,,,,130.6
2358,,,,,,,,,,,130.6
2359,,,,,,,,,,,130.6
2360,,,,,,,,,,,130
2361,,,,,,,,,,,130
2362,,,,,,,,,,,130
2363,,,,,,,,,,,130
2364,,,,,,,,,,,130
2365,,,,,,,,,,,130
2366,,,,,,,,,,,130
2367,,,,,,,,,,,130
2368,,,,,,,,,,,130
2369,,,,,,,,,,,130
2370,,,,,,,,,,,129.4
2371,,,,,,,,,,,129.4
2372,,,,,,,,,,,129.4
2373,,,,,,,,,,,129.4
2374,,,,,,,,,,,129.4
2375,,,,,,,,,,,129.4
2376,,,,,,,,,,,129.4
2377,,,,,,,,,,,129.4
2378,,,,,,,,,,,129.4
2379,,,,,,,,,,,129.4
2380,,,,,,,,,,,129
2381,,,,,,,,,,,129
2382,,,,,,,,,,,129
2383,,,,,,,,,,,129
2384,,,,,,,,,,,129
2385,,,,,,,,,,,129
2386,,,,,,,,,,,129
2387,,,,,,,,,,,129
2388,,,,,,,,,,,129
2389,,,,,,,,,,,129
2390,,,,,,,,,,,128.2
2391,,,,,,,,,,,128.2
2392,,,,,,,,,,,128.2
2393,,,,,,,,,,,128.2
2394,,,,,,,,,,,128.2
2395,,,,,,,,,,,128.2
2396,,,,,,,,,,,128.2
2397,,,,,,,,,,,128.2
2398,,,,,,,,,,,128.2
2399,,,,,,,,,,,128.2
2400,,,,,,,,,,,127.6
2401,,,,,,,,,,,127.6
2402,,,,,,,,,,,127.6
2403,,,,,,,,,,,127.6
2404,,,,,,,,,,,127.6
2405,,,,,,,,,,,127.6
2406,,,,,,,,,,,127.6
2407,,,,,,,,,,,127.6
2408,,,,,,,,,,,127.6
2409,,,,,,,,,,,127.6
2410,,,,,,,,,,,127.2
2411,,,,,,,,,,,127.2
2412,,,,,,,,,,,127.2
2413,,,,,,,,,,,127.2
2414,,,,,,,,,,,127.2
2415,,,,,,,,,,,127.2
2416,,,,,,,,,,,127.2
2417,,,,,,,,,,,127.2
2418,,,,,,,,,,,127.2
2419,,,,,,,,,,,127.2
2420,,,,,,,,,,,126.6
2421,,,,,,,,,,,126.6
2422,,,,,,,,,,,126.6
2423,,,,,,,,,,,126.6
2424,,,,,,,,,,,126.6
2425,,,,,,,,,,,126.6
2426,,,,,,,,,,,126.6
2427,,,,,,,,,,,126.6
2428,,,,,,,,,,,126.6
2429,,,,,,,,,,,126.6
2430,,,,,,,,,,,126
2431,,,,,,,,,,,126
2432,,,,,,,,,,,126
2433,,,,,,,,,,,126
2434,,,,,,,,,,,126
2435,,,,,,,,,,,126
2436,,,,,,,,,,,126
2437,,,,,,,,,,,126
2438,,,,,,,,,,,126
2439,,,,,,,,,,,126
2440,,,,,,,,,,,125.6
2441,,,,,,,,,,,125.6
2442,,,,,,,,,,,125.6
2443,,,,,,,,,,,125.6
2444,,,,,,,,,,,125.6
2445,,,,,,,,,,,125.6
2446,,,,,,,,,,,125.6
2447,,,,,,,,,,,125.6
2448,,,,,,,,,,,125.6
2449,,,,,,,,,,,125.6
2450,,,,,,,,,,,125.2
2451,,,,,,,,,,,125.2
2452,,,,,,,,,,,125.2
2453,,,,,,,,,,,125.2
2454,,,,,,,,,,,125.2
2455,,,,,,,,,,,125.2
2456,,,,,,,,,,,125.2
2457,,,,,,,,,,,125.2
2458,,,,,,,,,,,125.2
2459,,,,,,,,,,,125.2
2460,,,,,,,,,,,124.4
2461,,,,,,,,,,,124.4
2462,,,,,,,,,,,124.4
2463,,,,,,,,,,,124.4
2464,,,,,,,,,,,124.4
2465,,,,,,,,,,,124.4
2466,,,,,,,,,,,124.4
2467,,,,,,,,,,,124.4
2468,,,,,,,,,,,124.4
2469,,,,,,,,,,,124.4
2470,,,,,,,,,,,124
2471,,,,,,,,,,,124
2472,,,,,,,,,,,124
2473,,,,,,,,,,,124
2474,,,,,,,,,,,124
2475,,,,,,,,,,,124
2476,,,,,,,,,,,124
2477,,,,,,,,,,,124
2478,,,,,,,,,,,124
2479,,,,,,,,,,,124
2480,,,,,,,,,,,123.4
2481,,,,,,,,,,,123.4
2482,,,,,,,,,,,123.4
2483,,,,,,,,,,,123.4
2484,,,,,,,,,,,123.4
2485,,,,,,,,,,,123.4
2486,,,,,,,,,,,123.4
2487,,,,,,,,,,,123.4
2488,,,,,,,,,,,123.4
2489,,,,,,,,,,,123.4
2490,,,,,,,,,,,122.8
2491,,,,,,,,,,,122.8
2492,,,,,,,,,,,122.8
2493,,,,,,,,,,,122.8
2494,,,,,,,,,,,122.8
2495,,,,,,,,,,,122.8
2496,,,,,,,,,,,122.8
2497,,,,,,,,,,,122.8
2498,,,,,,,,,,,122.8
2499,,,,,,,,,,,122.8
2500,,,,,,,,,,,122.2
2501,,,,,,,,,,,122.2
2502,,,,,,,,,,,122.2
2503,,,,,,,,,,,122.2
2504,,,,,,,,,,,122.2
2505,,,,,,,,,,,122.2
2506,,,,,,,,,,,122.2
2507,,,,,,,,,,,122.2
2508,,,,,,,,,,,122.2
2509,,,,,,,,,,,122.2
2510,,,,,,,,,,,121.6
2511,,,,,,,,,,,121.6
2512,,,,,,,,,,,121.6
2513,,,,,,,,,,,121.6
2514,,,,,,,,,,,121.6
2515,,,,,,,,,,,121.6
2516,,,,,,,,,,,121.6
2517,,,,,,,,,,,121.6
2518,,,,,,,,,,,121.6
2519,,,,,,,,,,,121.6
2520,,,,,,,,,,,121.4
2521,,,,,,,,,,,121.4
2522,,,,,,,,,,,121.4
2523,,,,,,,,,,,121.4
2524,,,,,,,,,,,121.4
2525,,,,,,,,,,,121.4
2526,,,,,,,,,,,121.4
2527,,,,,,,,,,,121.4
2528,,,,,,,,,,,121.4
2529,,,,,,,,,,,121.4
2530,,,,,,,,,,,120.8
2531,,,,,,,,,,,120.8
2532,,,,,,,,,,,120.8
2533,,,,,,,,,,,120.8
2534,,,,,,,,,,,120.8
2535,,,,,,,,,,,120.8
2536,,,,,,,,,,,120.8
2537,,,,,,,,,,,120.8
2538,,,,,,,,,,,120.8
2539,,,,,,,,,,,120.8
2540,,,,,,,,,,,120.2
2541,,,,,,,,,,,120.2
2542,,,,,,,,,,,120.2
2543,,,,,,,,,,,120.2
2544,,,,,,,,,,,120.2
2545,,,,,,,,,,,120.2
2546,,,,,,,,,,,120.2
2547,,,,,,,,,,,120.2
2548,,,,,,,,,,,120.2
2549,,,,,,,,,,,120.2
2550,,,,,,,,,,,120
2551,,,,,,,,,,,120
2552,,,,,,,,,,,120
2553,,,,,,,,,,,120
2554,,,,,,,,,,,120
2555,,,,,,,,,,,120
2556,,,,,,,,,,,120
2557,,,,,,,,,,,120
2558,,,,,,,,,,,120
2559,,,,,,,,,,,120
2560,,,,,,,,,,,119.2
2561,,,,,,,,,,,119.2
2562,,,,,,,,,,,119.2
2563,,,,,,,,,,,119.2
2564,,,,,,,,,,,119.2
2565,,,,,,,,,,,119.2
2566,,,,,,,,,,,119.2
2567,,,,,,,,,,,119.2
2568,,,,,,,,,,,119.2
2569,,,,,,,,,,,119.2
2570,,,,,,,,,,,118.8
2571,,,,,,,,,,,118.8
2572,,,,,,,,,,,118.8
2573,,,,,,,,,,,118.8
2574,,,,,,,,,,,118.8
2575,,,,,,,,,,,118.8
2576,,,,,,,,,,,118.8
2577,,,,,,,,,,,118.8
2578,,,,,,,,,,,118.8
2579,,,,,,,,,,,118.8
2580,,,,,,,,,,,118.4
